Source,Name,Main Phone,Main Email,Website,Website Valid,Email extension,Linkedin,Instagram,Facebook,X (formerly Twitter),Pinterest,TikTok,Youtube,Mission,Veteran Owned Business Y/N,Is certified Veteran Owned Business Y/N,Is Veteran Service Organization Y/N,Is VA or GOV Organization Y/N,VA or GOV Type,VA or GOV Subtype,Service Area,Address Line one,Address Line Two,Latitude,Longitude,Zip Code,Country,State,County,Municipality - Place,Notes,Owner,Owner Phone,Owner Email
https://servulink.app/,Wounded Heroes,1300853080,martin@woundedheroes.org.au,https://www.woundedheroes.org.au/,,,,,https://www.facebook.com/Woundedoz/,,,,,,,,,,,,,41B Brisbane Road Bundamba Queensland  4304,,-27.61433,152.788918,4304,Australia,Queensland,Bundamba,Brisbane,,,,
https://servulink.app/,Wandering Warriors,0428835781,dan.parker@wanderingwarriors.org,https://wanderingwarriors.org/,,,https://au.linkedin.com/company/wandering-warriors,https://www.instagram.com/wanderingwarriorslimited,https://www.facebook.com/wanderingwarriors,https://twitter.com/WanderingSAS,,,https://www.youtube.com/channel/UCf9MNYwTSzReM2LeOHOhonw,,,,,,,,,McCullough Robertson Lawyers Level 11/66 Eagle Street Brisbane QLD 4000,,-27.469099,153.027696,4000,Australia,Queensland,Brisbane City,Brisbane,,,,
https://servulink.app/,Remount,0439423891,ben@remount.org.au,https://remount.org.au/,,,,,https://www.facebook.com/remount.org.au,,,,,,,,,,,,,"597 Laverstock Road, BOWNING NSW 2582",,-34.842147,148.911242,2582,Australia,New South Wales,,Bowning,Contact provider directly for appointment times.,,,
https://servulink.app/,Integra Service Dogs Australia,1800003647,enquiries@isda.com.au,https://www.isda.com.au,,,,https://www.instagram.com/integraservicedogsaustralia/?utm_source=ig_embed&hl=en,https://www.facebook.com/integraservicedogs,,,,,,,,,,,,,"761 Micalago Road, MICHELAGO NSW 2620",,-35.024684,149.266117,2620,Australia,New South Wales,,Michelago,"Mon-Fri, 9am-5pm",,,
https://servulink.app/,Gallipoli Medical Research Foundation,733947329,KeyserJ@ramsayhealth.com.au,https://www.gallipoliresearch.com.au/,,,https://www.linkedin.com/company/gallipolimedicalresearchfoundation/,,https://www.facebook.com/GallipoliResearch/,https://twitter.com/GMRF,,,https://www.youtube.com/channel/UC_3bVBCpnXMLxXtJfj8_XAQ,,,,,,,,,"121 Newdegate Street, GREENSLOPES QLD 4120",,-27.498793,153.046684,4120,Australia,Queensland,Greenslopes,Brisbane,Monday to Friday 8:00am - 4:00pm,,,
https://servulink.app/,Canberra Legacy,0262851800,peter.ellerman@canberralegacy.com.au,https://www.legacy.com.au/state/act/,,,https://www.linkedin.com/company/legacy-australia/,https://www.instagram.com/legacyaust/,https://facebook.com/CanberraLegacy/,https://twitter.com/LegacyAust,,,,,,,,,,,,"33 Geils Court, DEAKIN ACT 2600",,-35.296006,149.132479,2600,Australia,Australian Capital Territory,Deakin,Canberra,"Monday to Thursday 9:00am - 5:00pm, Friday 9:00am - 12:00pm",,,
https://servulink.app/,Sydney Legacy,0292489000,"john.hutcheson@legacysydney.org.au,",https://www.legacy.com.au/sydney,,,https://www.linkedin.com/company/legacy-australia/,https://www.instagram.com/legacyaust/,https://www.facebook.com/LegacyAustralia,https://twitter.com/LegacyAust,,,,,,,,,,,,"Level 6, 47 York St, SYDNEY NSW 2000",,-33.868728,151.206953,2000,Australia,New South Wales,Sydney,Sydney,Monday to Friday 9:00am - 5:00pm,,,
https://servulink.app/,Albury Legacy,0260212407,,https://www.legacy.com.au/albury,,,https://www.linkedin.com/company/legacy-australia/,https://www.instagram.com/legacyaust/,https://www.facebook.com/LegacyAustralia,https://twitter.com/LegacyAust,,,,,,,,,,,,"588 Olive Street, ALBURY NSW 2640",,-36.0335,147.2982,2640,Australia,New South Wales,,Albury,Tuesday to Thursday 9:00am to 4:30pm,,,
https://servulink.app/,Armidale Legacy,0267724427,Jo.Moloney@legacymelb.com.au,https://www.legacy.com.au/armidale,,,https://www.linkedin.com/company/legacy-australia/,https://www.instagram.com/legacyaust/,https://www.facebook.com/LegacyAustralia,https://twitter.com/LegacyAust,,,,,,,,,,,,"Legacy House, 89 Faulkner St, ARMIDALE NSW 2350",,-30.513691,151.667182,2350,Australia,New South Wales,,Armidale,Tueday - Friday 8:30am - 12:30pm,,,
https://servulink.app/,Brisbane Water (NSW) Legacy,0243234977,,https://www.legacy.com.au/clubs/nsw/brisbane-water-nsw/,,,https://www.linkedin.com/company/legacy-australia/,https://www.instagram.com/legacyaust/,https://www.facebook.com/LegacyAustralia,https://twitter.com/LegacyAust,,,,,,,,,,,,"Legacy Complex, 51-57 Masons Parade, POINT FREDERICK NSW 2250",,-33.438886,151.300117,2250,Australia,New South Wales,,Point Frederick,Monday to Friday 8:30am - 4:30pm,,,
https://servulink.app/,Coffs Coast Legacy,1300534229,,https://www.legacy.com.au/clubs/nsw/coffs-coast/,,,https://www.linkedin.com/company/legacy-australia/,https://www.instagram.com/legacyaust/,https://www.facebook.com/LegacyAustralia,https://twitter.com/LegacyAust,,,,,,,,,,,,"55 Victoria St, COFFS HARBOUR NSW 2450",,-30.296181,153.113941,2450,Australia,New South Wales,,Coffs Harbour,Monday to Friday 8:30am - 2:30pm,,,
https://servulink.app/,Far North Coast Legacy,0266228113,,https://www.legacy.com.au/farnorthcoast,,,https://www.linkedin.com/company/legacy-australia/,https://www.instagram.com/legacyaust/,https://www.facebook.com/LegacyAustralia,https://twitter.com/LegacyAust,,,,,,,,,,,,"UPA Building, 2/101-103 Main Street, ALSTONVILLE NSW 2477",,-28.842006,153.439642,2477,Australia,New South Wales,,Alstonville,Monday to Friday 9:30am - 2:30pm,,,
https://servulink.app/,Goulburn Legacy,0248212451,,https://www.legacy.com.au/goulburn,,,https://www.linkedin.com/company/legacy-australia/,https://www.instagram.com/legacyaust/,https://www.facebook.com/LegacyAustralia,https://twitter.com/LegacyAust,,,,,,,,,,,,"Goulburn Soldiers Club, 15 Market St, Goulburn, NSW 2580",,-34.753972,149.718889,2580,Australia,New South Wales,,Goulburn,"Monday to Thursday 8:30am - 4:00pm, Friday 10:00am - 3:00pm",,,
https://servulink.app/,Grafton Legacy,0266422669,reception@legacywa.com.au,https://www.legacy.com.au/grafton,,,https://www.linkedin.com/company/legacy-australia/,https://www.instagram.com/legacyaust/,https://www.facebook.com/LegacyAustralia,https://twitter.com/LegacyAust,,,,,,,,,,,,"139 Fitzroy St, GRAFTON NSW 2460",,-29.691245,152.933493,2460,Australia,New South Wales,,Grafton,Monday to Friday 9:00am - 12:00pm,,,
https://servulink.app/,Hunter Legacy,0249336787,"john.hutcheson@legacysydney.org.au,",https://www.legacy.com.au/hunter,,,https://www.linkedin.com/company/legacy-australia/,https://www.instagram.com/legacyaust/,https://www.facebook.com/LegacyAustralia,https://twitter.com/LegacyAust,,,,,,,,,,,,"225 Newcastle Road, EAST MAITLAND NSW 2323",,-32.766379,151.610737,2323,Australia,New South Wales,,East Maitland,Monday to Friday 9:30am - 3:00pm,,,
https://servulink.app/,Inverell Legacy,0267221945,,https://www.legacy.com.au/inverell,,,https://www.linkedin.com/company/legacy-australia/,https://www.instagram.com/legacyaust/,https://www.facebook.com/LegacyAustralia,https://twitter.com/LegacyAust,,,,,,,,,,,,"Rear Flanders House, Oliver Lane, INVERELL NSW 2360",,-29.775626,151.112899,2360,Australia,New South Wales,,Inverell,Monday to Thursday 9:00am - 4:00pm,,,
https://servulink.app/,Lachlan Legacy,1800534229,,https://www.legacy.com.au,,,https://www.linkedin.com/company/legacy-australia/,https://www.instagram.com/legacyaust/,https://www.facebook.com/LegacyAustralia,https://twitter.com/LegacyAust,,,,,,,,,,,,"41-43 Templar St, FORBES NSW 2871",,-33.385077,148.007552,2871,Australia,New South Wales,,Forbes,,,,
https://servulink.app/,Newcastle Legacy,0249689501,newcastle@legacyclubservices.org.au,https://www.legacy.com.au/newcastle,,,https://www.linkedin.com/company/legacy-australia/,https://www.instagram.com/legacyaust/,https://www.facebook.com/LegacyAustralia,https://twitter.com/LegacyAust,,,,,,,,,,,,"17A Denney Street, Broadmeadow, NSW 2292",,-32.924425,151.736913,2292,Australia,New South Wales,Broadmeadow,Newcastle,Monday to Friday 9:00am - 5:00pm,,,
https://servulink.app/,Orange Legacy,0263621205,,https://www.legacy.com.au/orange,,,https://www.linkedin.com/company/legacy-australia/,https://www.instagram.com/legacyaust/,https://www.facebook.com/LegacyAustralia,https://twitter.com/LegacyAust,,,,,,,,,,,,"Legacy House, McNamara St, ORANGE NSW 2800",,-33.283468,149.098716,2800,Australia,New South Wales,,Orange,Monday to Friday 10:00 am - 5:00 pm,,,
https://servulink.app/,Port Macquarie Hastings Legacy,0265833570,,https://www.legacy.com.au/clubs/nsw/port-macquarie-hastings/,,,https://www.linkedin.com/company/legacy-australia/,https://www.instagram.com/legacyaust/,https://www.facebook.com/LegacyAustralia,https://twitter.com/LegacyAust,,,,,,,,,,,,"Level 2, Bourne House, 10-12 Short St, PORT MACQUARIE NSW 2444",,-31.431337,152.908215,2444,Australia,New South Wales,,Port Macquarie,Monday to Friday 9:00 am - 4:00 pm,,,
https://servulink.app/,Queanbeyan Eden Monaro Legacy,0262970652,,https://www.legacy.com.au/queanbeyan,,,https://www.linkedin.com/company/legacy-australia/,https://www.instagram.com/legacyaust/,https://www.facebook.com/LegacyAustralia,https://twitter.com/LegacyAust,,,,,,,,,,,,"Unit 10, 25 - 39 Bungendore Rd, Queanbeyan,NSW 2620",,-35.024684,149.266117,2620,Australia,New South Wales,,Queanbeyan East,Contact provider directly for appointment times.,,,
https://servulink.app/,Tamworth Legacy,0267664372,,https://www.legacy.com.au/tamworth,,,https://www.linkedin.com/company/legacy-australia/,https://www.instagram.com/legacyaust/,https://www.facebook.com/LegacyAustralia,https://twitter.com/LegacyAust,,,,,,,,,,,,"Red Cross House, Kable Avenue, TAMWORTH NSW 2340",,-31.090139,150.929327,2340,Australia,New South Wales,,Tamworth,Monday to Friday 10:00am - 2:00pm,,,
